series,issue,date,url,volume,value,is_clean,adjust_gold,adjust_currency,notes
"U.S. 5 per cents, 1874",1865-06-24,1865-05-23,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA93,20,97,0,,,
"U.S. 5 per cents, 1874",1865-07-25,1865-05-30,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA189,20,97,0,,,
"U.S. 5 per cents, 1874",1865-07-25,1865-06-06,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA189,20,97,0,,,
"U.S. 5 per cents, 1874",1865-07-25,1865-06-13,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA189,20,95.5,0,,,
"U.S. 5 per cents, 1874",1865-07-25,1865-06-20,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA189,20,95.5,0,,,
"U.S. 5 per cents, 1874",1865-07-25,1865-06-27,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA189,20,97,0,,,
"U.S. 5 per cents, 1874",1865-08-26,1865-07-05,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA271,20,98,0,,,
"U.S. 5 per cents, 1874",1865-08-26,1865-07-10,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA271,20,,0,,,
"U.S. 5 per cents, 1874",1865-08-26,1865-07-17,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA271,20,,0,,,
"U.S. 5 per cents, 1874",1865-08-26,1865-07-25,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA271,20,,0,,,
"U.S. 5 per cents, 1874",1865-09-23,1865-08-01,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA350,20,96,0,,,
"U.S. 5 per cents, 1874",1865-09-23,1865-08-08,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA350,20,96,0,,,
"U.S. 5 per cents, 1874",1865-09-23,1865-08-15,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA350,20,96,0,,,
"U.S. 5 per cents, 1874",1865-09-23,1865-08-22,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA350,20,96,0,,,
"U.S. 5 per cents, 1874",1865-09-23,1865-08-29,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA350,20,97,0,,,
"U.S. 5 per cents, 1874",1865-10-28,1865-09-05,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA430,20,97,0,,,
"U.S. 5 per cents, 1874",1865-10-28,1865-09-12,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA430,20,97,0,,,
"U.S. 5 per cents, 1874",1865-10-28,1865-09-19,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA430,20,97,0,,,
"U.S. 5 per cents, 1874",1865-10-28,1865-09-28,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA430,20,97,0,,,
"U.S. 5 per cents, 1874",1865-10-28,1865-10-03,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA430,20,98,0,,,
"U.S. 5 per cents, 1874",1865-10-28,1865-10-10,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA430,20,98,0,,,
"U.S. 5 per cents, 1874",1865-10-28,1865-10-17,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA430,20,98,0,,,
"U.S. 5 per cents, 1874",1865-10-28,1865-10-24,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA430,20,98,0,,,
"U.S. 6 per cents, 1867-8",1854-05-25,1854-04-14,http://books.google.com/books?id=xlUmAQAAIAAJ&pg=PA1002,8,122,0,,,
"U.S. 6 per cents, 1867-8",1854-05-25,1854-04-21,http://books.google.com/books?id=xlUmAQAAIAAJ&pg=PA1002,8,122,0,,,
"U.S. 6 per cents, 1867-8",1854-05-25,1854-04-28,http://books.google.com/books?id=xlUmAQAAIAAJ&pg=PA1002,8,123.5,0,,,
"U.S. 6 per cents, 1867-8",1854-05-25,1854-05-05,http://books.google.com/books?id=xlUmAQAAIAAJ&pg=PA1002,8,123,0,,,
"U.S. 6 per cents, 1867-8",1854-05-25,1854-05-12,http://books.google.com/books?id=xlUmAQAAIAAJ&pg=PA1002,8,123,0,,,
"U.S. 6 per cents, 1867-8",1854-05-25,1854-05-19,http://books.google.com/books?id=xlUmAQAAIAAJ&pg=PA1002,8,123,0,,,
"U.S. 6 per cents, 1867-8",1855-01-25,1854-12-01,http://books.google.com/books?id=FFcmAQAAIAAJ&pg=PA663,9,119.75,0,,,
"U.S. 6 per cents, 1867-8",1855-01-25,1854-12-30,http://books.google.com/books?id=FFcmAQAAIAAJ&pg=PA663,9,119,0,,,
"U.S. 6 per cents, 1867-8",1855-01-25,1855-01-05,http://books.google.com/books?id=FFcmAQAAIAAJ&pg=PA663,9,116,0,,,
"U.S. 6 per cents, 1867-8",1855-01-25,1855-01-12,http://books.google.com/books?id=FFcmAQAAIAAJ&pg=PA663,9,116.5,0,,,
"U.S. 6 per cents, 1867-8",1855-04-24,1855-01-19,http://books.google.com/books?id=FFcmAQAAIAAJ&pg=PA663,9,120,0,,,
"U.S. 6 per cents, 1867-8",1855-04-24,1855-03-23,http://books.google.com/books?id=FFcmAQAAIAAJ&pg=PA918,9,117.25,0,,,
"U.S. 6 per cents, 1867-8",1855-04-24,1855-03-30,http://books.google.com/books?id=FFcmAQAAIAAJ&pg=PA918,9,117.5,0,,,
"U.S. 6 per cents, 1867-8",1855-04-24,1855-04-06,http://books.google.com/books?id=FFcmAQAAIAAJ&pg=PA918,9,117.5,0,,,
"U.S. 6 per cents, 1867-8",1855-04-24,1855-04-13,http://books.google.com/books?id=FFcmAQAAIAAJ&pg=PA918,9,117.25,0,,,
"U.S. 6 per cents, 1867-8",1855-04-24,1855-04-20,http://books.google.com/books?id=FFcmAQAAIAAJ&pg=PA918,9,118.25,0,,,
"U.S. 6 per cents, 1867-8",1855-08-24,1855-07-13,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA246,10,120.25,,,,
"U.S. 6 per cents, 1867-8",1855-08-24,1855-07-20,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA246,10,120,,,,
"U.S. 6 per cents, 1867-8",1855-08-24,1855-07-27,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA246,10,120.25,,,,
"U.S. 6 per cents, 1867-8",1855-08-24,1855-08-03,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA246,10,120.25,,,,
"U.S. 6 per cents, 1867-8",1855-08-24,1855-08-10,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA246,10,119.5,,,,
"U.S. 6 per cents, 1867-8",1855-08-24,1855-08-17,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA246,10,117.5,,,,
"U.S. 6 per cents, 1867-8",1855-09-26,1855-08-24,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA334,10,117.5,0,,,
"U.S. 6 per cents, 1867-8",1855-09-26,1855-08-31,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA334,10,117.5,0,,,
"U.S. 6 per cents, 1867-8",1855-09-26,1855-09-07,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA334,10,117.25,0,,,
"U.S. 6 per cents, 1867-8",1855-09-26,1855-09-14,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA334,10,117.75,0,,,
"U.S. 6 per cents, 1867-8",1855-09-26,1855-09-21,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA334,10,117.75,0,,,
"U.S. 6 per cents, 1867-8",1855-10-26,1855-09-28,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA414,10,118,0,,,
"U.S. 6 per cents, 1867-8",1855-10-26,1855-10-05,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA414,10,117.75,0,,,
"U.S. 6 per cents, 1867-8",1855-10-26,1855-10-12,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA414,10,117.75,0,,,
"U.S. 6 per cents, 1867-8",1855-10-26,1855-10-26,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA414,10,117.5,0,,,
"U.S. 6 per cents, 1867-8",1855-11-26,1855-11-02,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA495,10,118,0,,,
"U.S. 6 per cents, 1867-8",1855-11-26,1855-11-09,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA495,10,118,0,,,
"U.S. 6 per cents, 1867-8",1855-11-26,1855-11-16,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA495,10,118.25,0,,,
"U.S. 6 per cents, 1867-8",1855-11-26,1855-11-23,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA495,10,118.25,0,,,
"U.S. 6 per cents, 1867-8",1855-09-26,1855-8-17,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA334,10,117.5,0,,,
"U.S. 6 per cents, 1867-8",1856-02-23,1856-01-18,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA750,10,116.5,0,,,
"U.S. 6 per cents, 1867-8",1856-02-23,1856-01-25,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA750,10,116.5,0,,,
"U.S. 6 per cents, 1867-8",1856-02-23,1856-02-01,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA750,10,116.5,0,,,
"U.S. 6 per cents, 1867-8",1856-02-23,1856-02-08,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA750,10,116.5,0,,,
"U.S. 6 per cents, 1867-8",1856-02-23,1856-02-15,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA750,10,117,0,,,
"U.S. 6 per cents, 1867-8",1856-02-23,1856-02-22,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA750,10,116.5,0,,,
"U.S. 6 per cents, 1867-8",1856-04-26,1856-03-07,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA911,10,117,0,,,
"U.S. 6 per cents, 1867-8",1856-04-26,1856-03-14,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA911,10,117,0,,,
"U.S. 6 per cents, 1867-8",1856-04-26,1856-03-21,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA911,10,117.25,0,,,
"U.S. 6 per cents, 1867-8",1856-04-26,1856-03-28,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA911,10,117.5,0,,,
"U.S. 6 per cents, 1867-8",1856-04-26,1856-04-04,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA911,10,117.5,0,,,
"U.S. 6 per cents, 1867-8",1856-04-26,1856-04-11,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA911,10,117.75,0,,,
"U.S. 6 per cents, 1867-8",1856-04-26,1856-04-18,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA911,10,117.75,0,,,
"U.S. 6 per cents, 1867-8",1856-04-26,1856-04-25,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA911,10,117.75,0,,,
"U.S. 6 per cents, 1867-8",1856-05-28,1856-05-02,http://books.google.com/books?id=I1gmAQAAIAAJ&pg=PA989,10,118,0,,,
"U.S. 6 per cents, 1867-8",1856-06-25,1856-05-09,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA79,11,118,0,,,
"U.S. 6 per cents, 1867-8",1856-06-25,1856-05-16,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA79,11,118,0,,,
"U.S. 6 per cents, 1867-8",1856-06-25,1856-05-23,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA79,11,118.25,0,,,
"U.S. 6 per cents, 1867-8",1856-06-25,1856-05-30,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA79,11,118.5,0,,,
"U.S. 6 per cents, 1867-8",1856-06-25,1856-06-06,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA79,11,118.25,0,,,
"U.S. 6 per cents, 1867-8",1856-06-25,1856-06-13,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA79,11,118.25,0,,,
"U.S. 6 per cents, 1867-8",1856-06-25,1856-06-20,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA79,11,118.5,0,,,
"U.S. 6 per cents, 1867-8",1856-08-26,1856-06-27,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA238,11,118,0,,,
"U.S. 6 per cents, 1867-8",1856-08-26,1856-07-11,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA238,11,118.25,0,-3,,Seems to include coupon for July
"U.S. 6 per cents, 1867-8",1856-08-26,1856-07-18,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA238,11,116.25,0,,,
"U.S. 6 per cents, 1867-8",1856-08-26,1856-07-25,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA238,11,116.75,0,,,
"U.S. 6 per cents, 1867-8",1856-09-23,1856-08-08,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA316,11,116.5,0,,,
"U.S. 6 per cents, 1867-8",1856-09-23,1856-08-15,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA316,11,116.125,0,,,
"U.S. 6 per cents, 1867-8",1856-09-23,1856-08-22,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA316,11,117,0,,,
"U.S. 6 per cents, 1867-8",1856-08-26,1856-08-23,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA238,11,117,0,,,
"U.S. 6 per cents, 1867-8",1856-09-23,1856-08-29,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA316,11,117.375,0,,,
"U.S. 6 per cents, 1867-8",1856-09-23,1856-09-05,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA316,11,117.5,0,,,
"U.S. 6 per cents, 1867-8",1856-09-23,1856-09-12,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA316,11,117.5,0,,,
"U.S. 6 per cents, 1867-8",1856-09-23,1856-09-19,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA316,11,117.75,0,,,
"U.S. 6 per cents, 1867-8",1856-10-23,1856-09-26,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA415,11,117.75,0,,,
"U.S. 6 per cents, 1867-8",1856-10-23,1856-10-03,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA415,11,117.25,0,,,
"U.S. 6 per cents, 1867-8",1856-10-23,1856-10-10,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA415,11,117.75,0,,,
"U.S. 6 per cents, 1867-8",1856-10-23,1856-10-17,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA415,11,117.75,0,,,
"U.S. 6 per cents, 1867-8",1856-11-24,1856-10-24,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA495,11,118,0,,,
"U.S. 6 per cents, 1867-8",1856-11-24,1856-10-31,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA495,11,118,0,,,
"U.S. 6 per cents, 1867-8",1856-11-24,1856-11-07,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA495,11,118,0,,,
"U.S. 6 per cents, 1867-8",1856-11-24,1856-11-14,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA495,11,118.25,0,,,
"U.S. 6 per cents, 1867-8",1856-11-24,1856-11-21,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA495,11,118.25,0,,,
"U.S. 6 per cents, 1867-8",1856-12-26,1856-11-28,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA575,11,118.25,0,,,
"U.S. 6 per cents, 1867-8",1856-12-26,1856-12-05,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA575,11,118,0,,,
"U.S. 6 per cents, 1867-8",1856-12-26,1856-12-12,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA575,11,118.5,0,,,
"U.S. 6 per cents, 1867-8",1856-12-26,1856-12-19,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA575,11,118.75,0,,,
"U.S. 6 per cents, 1867-8",1857-03-24,1857-02-06,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA831,11,116.5,0,,,
"U.S. 6 per cents, 1867-8",1857-03-24,1857-02-13,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA831,11,117,0,,,
"U.S. 6 per cents, 1867-8",1857-03-24,1857-02-20,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA831,11,117,0,,,
"U.S. 6 per cents, 1867-8",1857-03-24,1857-02-27,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA831,11,117.5,0,,,
"U.S. 6 per cents, 1867-8",1857-03-24,1857-03-06,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA831,11,117.25,0,,,
"U.S. 6 per cents, 1867-8",1857-03-24,1857-03-13,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA831,11,116,0,,,
"U.S. 6 per cents, 1867-8",1857-03-24,1857-03-20,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA831,11,117.5,0,,,
"U.S. 6 per cents, 1867-8",1857-04-24,1857-03-27,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA911,11,117.25,0,,,
"U.S. 6 per cents, 1867-8",1857-04-24,1857-04-03,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA911,11,117.5,0,,,
"U.S. 6 per cents, 1867-8",1857-04-24,1857-04-10,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA911,11,117.75,0,,,
"U.S. 6 per cents, 1867-8",1857-04-24,1857-04-17,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA911,11,117.75,0,,,
"U.S. 6 per cents, 1867-8",1857-05-30,1857-04-24,http://books.google.com/books?id=MlkmAQAAIAAJ&pg=PA942,11,118,0,,,
"U.S. 6 per cents, 1867-8",1857-06-24,1857-05-01,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA79,12,118,0,,,
"U.S. 6 per cents, 1867-8",1857-06-24,1857-05-08,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA79,12,118,0,,,
"U.S. 6 per cents, 1867-8",1857-06-24,1857-05-15,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA79,12,118.5,0,,,
"U.S. 6 per cents, 1867-8",1857-06-24,1857-05-22,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA79,12,118.25,0,,,
"U.S. 6 per cents, 1867-8",1857-06-24,1857-05-29,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA79,12,118.5,0,,,
"U.S. 6 per cents, 1867-8",1857-06-24,1857-06-05,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA79,12,118.5,0,,,
"U.S. 6 per cents, 1867-8",1857-06-24,1857-06-12,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA79,12,118.125,0,,,
"U.S. 6 per cents, 1867-8",1857-07-25,1857-06-19,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA159,12,118.75,0,,,
"U.S. 6 per cents, 1867-8",1857-07-25,1857-06-26,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA159,12,119,0,,,
"U.S. 6 per cents, 1867-8",1857-07-25,1857-07-03,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA159,12,119,0,-3,,Seems to still include coupon payment for 1857-7-1
"U.S. 6 per cents, 1867-8",1857-07-25,1857-07-10,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA159,12,116,0,,,
"U.S. 6 per cents, 1867-8",1857-07-25,1857-07-17,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA159,12,116,0,,,
"U.S. 6 per cents, 1867-8",1857-07-25,1857-07-24,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA159,12,116.25,0,,,
"U.S. 6 per cents, 1867-8",1857-08-26,1857-07-31,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA254,12,116.125,0,,,
"U.S. 6 per cents, 1867-8",1857-08-26,1857-08-07,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA254,12,116.5,0,,,
"U.S. 6 per cents, 1867-8",1857-08-26,1857-08-14,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA254,12,116.5,0,,,
"U.S. 6 per cents, 1867-8",1857-08-26,1857-08-21,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA254,12,116.75,0,,,
"U.S. 6 per cents, 1867-8",1857-09-28,1857-08-28,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA335,12,116.25,0,,,
"U.S. 6 per cents, 1867-8",1857-09-28,1857-09-04,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA335,12,117,0,,,
"U.S. 6 per cents, 1867-8",1857-09-28,1857-09-11,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA335,12,117,0,,,
"U.S. 6 per cents, 1867-8",1857-09-28,1857-09-18,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA335,12,117.25,0,,,
"U.S. 6 per cents, 1867-8",1857-09-28,1857-09-25,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA335,12,117.25,0,,,
"U.S. 6 per cents, 1867-8",1857-10-28,1857-10-02,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA431,12,117.5,0,,,
"U.S. 6 per cents, 1867-8",1857-10-28,1857-10-09,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA431,12,117.5,0,,,
"U.S. 6 per cents, 1867-8",1857-10-28,1857-10-16,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA431,12,117.25,0,,,
"U.S. 6 per cents, 1867-8",1857-10-28,1857-10-23,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA431,12,114,0,,,
"U.S. 6 per cents, 1867-8",1857-11-27,1857-10-30,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511,12,110,0,,,
"U.S. 6 per cents, 1867-8",1857-11-27,1857-11-06,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511,12,,0,,,
"U.S. 6 per cents, 1867-8",1857-11-27,1857-11-13,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511,12,112,0,,,
"U.S. 6 per cents, 1867-8",1857-11-27,1857-11-20,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA511,12,111,0,,,
"U.S. 6 per cents, 1867-8",1857-12-26,1857-11-27,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590,12,112,0,,,
"U.S. 6 per cents, 1867-8",1857-12-26,1857-12-04,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590,12,109,0,,,
"U.S. 6 per cents, 1867-8",1857-12-26,1857-12-11,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590,12,110,0,,,
"U.S. 6 per cents, 1867-8",1857-12-26,1857-12-18,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA590,12,112,0,,,
"U.S. 6 per cents, 1867-8",1858-01-25,1858-01-08,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686,12,112,0,,,
"U.S. 6 per cents, 1867-8",1858-01-25,1858-01-15,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686,12,112.25,0,,,
"U.S. 6 per cents, 1867-8",1858-01-25,1858-01-22,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA686,12,113,0,,,
"U.S. 6 per cents, 1867-8",1858-02-25,1858-01-29,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766,12,113.25,0,,,
"U.S. 6 per cents, 1867-8",1858-02-25,1858-02-05,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766,12,113.25,0,,,
"U.S. 6 per cents, 1867-8",1858-02-25,1858-02-12,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766,12,115,1,-3,,Seems to include the entire coupon for the next payment.
"U.S. 6 per cents, 1867-8",1858-02-25,1858-02-19,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA766,12,115,1,-3,,
"U.S. 6 per cents, 1867-8",1858-03-24,1858-02-26,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847,12,115,1,-3,,
"U.S. 6 per cents, 1867-8",1858-03-24,1858-03-05,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847,12,115,1,-3,,
"U.S. 6 per cents, 1867-8",1858-03-24,1858-03-12,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847,12,115,1,-3,,
"U.S. 6 per cents, 1867-8",1858-03-24,1858-03-19,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA847,12,115,1,-3,,
"U.S. 6 per cents, 1867-8",1858-04-25,1858-03-26,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA927,12,115,1,-3,,
"U.S. 6 per cents, 1867-8",1858-04-25,1858-04-02,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA927,12,115.25,1,-3,,
"U.S. 6 per cents, 1867-8",1858-04-25,1858-04-09,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA927,12,115,1,-3,,
"U.S. 6 per cents, 1867-8",1858-04-25,1858-04-16,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA927,12,115.25,1,-3,,
"U.S. 6 per cents, 1867-8",1858-04-25,1858-04-23,http://books.google.com/books?id=g2QmAQAAIAAJ&pg=PA927,12,115,1,-3,,
"U.S. 6 per cents, 1867-8",1858-06-26,1858-05-07,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA78,13,115.5,1,-3,,
"U.S. 6 per cents, 1867-8",1858-06-26,1858-05-14,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA78,13,115,1,-3,,
"U.S. 6 per cents, 1867-8",1858-06-26,1858-05-21,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA78,13,115,1,-3,,
"U.S. 6 per cents, 1867-8",1858-06-26,1858-05-28,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA78,13,115,1,-3,,
"U.S. 6 per cents, 1867-8",1858-06-26,1858-06-04,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA78,13,115,1,-3,,
"U.S. 6 per cents, 1867-8",1858-06-26,1858-06-11,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA78,13,115,1,-3,,
"U.S. 6 per cents, 1867-8",1858-06-26,1858-06-18,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA78,13,115.5,1,-3,,
"U.S. 6 per cents, 1867-8",1858-06-26,1858-06-25,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA78,13,115,1,-3,,
"U.S. 6 per cents, 1867-8",1858-07-26,1858-07-02,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA159,13,112.125,0,,,
"U.S. 6 per cents, 1867-8",1858-07-26,1858-07-09,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA159,13,112,0,,,
"U.S. 6 per cents, 1867-8",1858-07-26,1858-07-16,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA159,13,114,1,-3,,
"U.S. 6 per cents, 1867-8",1858-07-26,1858-07-23,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA159,13,114,1,-3,,
"U.S. 6 per cents, 1867-8",1858-08-26,1858-07-30,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA239,13,114.5,1,-3,,
"U.S. 6 per cents, 1867-8",1858-08-26,1858-08-06,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA239,13,114,1,-3,,
"U.S. 6 per cents, 1867-8",1858-08-26,1858-08-13,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA239,13,,0,,,
"U.S. 6 per cents, 1867-8",1858-09-24,1858-08-20,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA319,13,114,1,-3,,
"U.S. 6 per cents, 1867-8",1858-08-26,1858-08-21,http://books.google.com/books?id=HVomAQAAIAAJ&pg=PA239,13,114,1,-3,,
