"newspaper_date","date","description","asset","registered","coupons_on","interest_suspended","issuer","price_low","price_high","original_text","url","comment","past_due","gold_rate","price_gold_low","price_gold_high","series","interest","current_yield_gold","current_yield_currency"
1863-11-05,1863-11-05,"Virginia 6 per cent","virginia",1,0,0,"Virginia",206,206,"Stocks and Bonds.--We have no material change to note in the prices of stocks and bonds since our last quotations. We think the following may be regarded as accurate: Cotton int. loan, 150, 15 m. loan, 195, and firm; 8 per cent. coupons, '68; 106 ½ to 107½; registered bonds, '81, 113; convertibles, 112; Va. sixes, 206; N. Carolina, old issues, 450; North Carolina coupons, old issue, 460 to 465; new issue, 228; Louisiana coupons, old issue, 456; City of Richmond bonds, '75 and '90, 240; Corporation of Alexandria, 185.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0905:article=pos=35","",0,13.0877684507092,15.7398872677058,15.7398872677058,"virginia_reg",6,0.381197139341045,0.029126213592233
1863-11-12,1863-11-12,"Confederate Bonds (100 mn)","confederate_100mn",0,0,0,"Confederacy",114.5,114.5,"There is a steady advance in all kinds of bonds, and a decidedly increased demand for them. We quote Confederate bonds as follows: Cotton int. loan, 150; 5 years bonds, 8 per cents, 109½; 100 m loan, 8 per cents, 114½; convertibles, 113. State Stocks — Va. 6's, long dates, 239; Va.6's past due, 205 to 210; Va. coupons, without interest, 410; with interest, 436; North Carolina coupons, 6 per cents, old issue, 470; new issue, 8 per cents, 225; Tennessee coupons, 6 per cents, 477½","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0911:article=pos=33","",0,14.4785641066263,7.90824277578725,7.90824277578725,"confederate_100mn",8,1.0116027323407,0.0698689956331878
1863-11-12,1863-11-12,"Confederate 5 year bonds 8 per cent","confederate_100mn_1868",0,0,0,"Confederacy",109.5,109.5,"There is a steady advance in all kinds of bonds, and a decidedly increased demand for them. We quote Confederate bonds as follows: Cotton int. loan, 150; 5 years bonds, 8 per cents, 109½; 100 m loan, 8 per cents, 114½; convertibles, 113. State Stocks — Va. 6's, long dates, 239; Va.6's past due, 205 to 210; Va. coupons, without interest, 410; with interest, 436; North Carolina coupons, 6 per cents, old issue, 470; new issue, 8 per cents, 225; Tennessee coupons, 6 per cents, 477½","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0911:article=pos=33","Act of Feb 20, 1863",0,14.4785641066263,7.56290466330746,7.56290466330746,"confederate_100mn",8,1.05779463792704,0.0730593607305936
1863-11-12,1863-11-12,"North Carolina coupons 6 per cent old issue","north_carolina_6_old",0,0,0,"North Carolina",470,470,"There is a steady advance in all kinds of bonds, and a decidedly increased demand for them. We quote Confederate bonds as follows: Cotton int. loan, 150; 5 years bonds, 8 per cents, 109½; 100 m loan, 8 per cents, 114½; convertibles, 113. State Stocks — Va. 6's, long dates, 239; Va.6's past due, 205 to 210; Va. coupons, without interest, 410; with interest, 436; North Carolina coupons, 6 per cents, old issue, 470; new issue, 8 per cents, 225; Tennessee coupons, 6 per cents, 477½","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0911:article=pos=33","",0,14.4785641066263,32.4617825731005,32.4617825731005,"north_carolina_6pct_old",6,0.18483273327608,0.0127659574468085
1863-11-12,1863-11-12,"Virginia coupons with interest","virginia",0,0,0,"Virginia",436,436,"There is a steady advance in all kinds of bonds, and a decidedly increased demand for them. We quote Confederate bonds as follows: Cotton int. loan, 150; 5 years bonds, 8 per cents, 109½; 100 m loan, 8 per cents, 114½; convertibles, 113. State Stocks — Va. 6's, long dates, 239; Va.6's past due, 205 to 210; Va. coupons, without interest, 410; with interest, 436; North Carolina coupons, 6 per cents, old issue, 470; new issue, 8 per cents, 225; Tennessee coupons, 6 per cents, 477½","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0911:article=pos=33","",0,14.4785641066263,30.1134834082379,30.1134834082379,"virginia_coup",6,0.199246295045316,0.0137614678899083
1863-11-12,1863-11-12,"Virginia coupons without interest","virginia",0,0,0,"Virginia",410,410,"There is a steady advance in all kinds of bonds, and a decidedly increased demand for them. We quote Confederate bonds as follows: Cotton int. loan, 150; 5 years bonds, 8 per cents, 109½; 100 m loan, 8 per cents, 114½; convertibles, 113. State Stocks — Va. 6's, long dates, 239; Va.6's past due, 205 to 210; Va. coupons, without interest, 410; with interest, 436; North Carolina coupons, 6 per cents, old issue, 470; new issue, 8 per cents, 225; Tennessee coupons, 6 per cents, 477½","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0911:article=pos=33","",0,14.4785641066263,28.317725223343,28.317725223343,"virginia_coup",6,0.211881425950629,0.0146341463414634
1863-11-12,1863-11-12,"Virginia 6 per cent long dates","virginia",1,0,0,"Virginia",239,239,"There is a steady advance in all kinds of bonds, and a decidedly increased demand for them. We quote Confederate bonds as follows: Cotton int. loan, 150; 5 years bonds, 8 per cents, 109½; 100 m loan, 8 per cents, 114½; convertibles, 113. State Stocks — Va. 6's, long dates, 239; Va.6's past due, 205 to 210; Va. coupons, without interest, 410; with interest, 436; North Carolina coupons, 6 per cents, old issue, 470; new issue, 8 per cents, 225; Tennessee coupons, 6 per cents, 477½","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0911:article=pos=33","",0,14.4785641066263,16.5071617765341,16.5071617765341,"virginia_reg",6,0.36347859681907,0.0251046025104603
1863-11-12,1863-11-12,"Virginia 6 per cent past due","virginia",1,0,0,"Virginia",205,210,"There is a steady advance in all kinds of bonds, and a decidedly increased demand for them. We quote Confederate bonds as follows: Cotton int. loan, 150; 5 years bonds, 8 per cents, 109½; 100 m loan, 8 per cents, 114½; convertibles, 113. State Stocks — Va. 6's, long dates, 239; Va.6's past due, 205 to 210; Va. coupons, without interest, 410; with interest, 436; North Carolina coupons, 6 per cents, old issue, 470; new issue, 8 per cents, 225; Tennessee coupons, 6 per cents, 477½","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0911:article=pos=33","",1,14.4785641066263,14.1588626116715,14.5042007241513,"virginia_reg",6,0.418657275372327,0.0289156626506024
1863-11-19,1863-11-19,"Confederate 8 per cent coupons 1871","confederate_100mn_1871",0,0,0,"Confederacy",112,112,"At the auction sale of Lancaster & Co., on Wednesday, bonds and stocks commanded the following figures: Confederate 8 per cent. coupons, 1881, 114; do., 1871, 112; registered bonds, 1868-'9, 110; convertibles, 113 to 115; 15 million loan coupons, 190; do. registered bonds, 152½ to 155; Virginia registered bonds, 1891-'94, 253; do., 1890, 255; do., 1887, 257; registered bonds, past-due, 197 to 198, North Carolina 8's, coupons' 235; city of Richmond 6's, 246; Lynchburg coupon bonds, 255; Norfolk bonds, registered, 165 to 166; Alexandria coupon bonds, 255;","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0917:article=4","unsure",0,16.0303163099353,6.98676169793259,6.98676169793259,"confederate_100mn",8,1.14502259356681,0.0714285714285714
1863-11-19,1863-11-19,"Confederate 8 per cent coupons 1881","confederate_100mn_1881",0,0,0,"Confederacy",114,114,"At the auction sale of Lancaster & Co., on Wednesday, bonds and stocks commanded the following figures: Confederate 8 per cent. coupons, 1881, 114; do., 1871, 112; registered bonds, 1868-'9, 110; convertibles, 113 to 115; 15 million loan coupons, 190; do. registered bonds, 152½ to 155; Virginia registered bonds, 1891-'94, 253; do., 1890, 255; do., 1887, 257; registered bonds, past-due, 197 to 198, North Carolina 8's, coupons' 235; city of Richmond 6's, 246; Lynchburg coupon bonds, 255; Norfolk bonds, registered, 165 to 166; Alexandria coupon bonds, 255;","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0917:article=4","unsure",0,16.0303163099353,7.11152529968138,7.11152529968138,"confederate_100mn",8,1.1249344778902,0.0701754385964912
1863-11-19,1863-11-19,"Confederate registered bonds 1868-1869","confederate_100mn_186[89]",1,0,0,"Confederacy",110,110,"At the auction sale of Lancaster & Co., on Wednesday, bonds and stocks commanded the following figures: Confederate 8 per cent. coupons, 1881, 114; do., 1871, 112; registered bonds, 1868-'9, 110; convertibles, 113 to 115; 15 million loan coupons, 190; do. registered bonds, 152½ to 155; Virginia registered bonds, 1891-'94, 253; do., 1890, 255; do., 1887, 257; registered bonds, past-due, 197 to 198, North Carolina 8's, coupons' 235; city of Richmond 6's, 246; Lynchburg coupon bonds, 255; Norfolk bonds, registered, 165 to 166; Alexandria coupon bonds, 255;","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0917:article=4","unsure",0,16.0303163099353,6.86199809618379,6.86199809618379,"confederate_100mn",8,1.16584118617711,0.0727272727272727
1863-11-19,1863-11-19,"Confederate Bonds (15 mn) coupon","confederate_15mn",0,0,0,"Confederacy",190,190,"At the auction sale of Lancaster & Co., on Wednesday, bonds and stocks commanded the following figures: Confederate 8 per cent. coupons, 1881, 114; do., 1871, 112; registered bonds, 1868-'9, 110; convertibles, 113 to 115; 15 million loan coupons, 190; do. registered bonds, 152½ to 155; Virginia registered bonds, 1891-'94, 253; do., 1890, 255; do., 1887, 257; registered bonds, past-due, 197 to 198, North Carolina 8's, coupons' 235; city of Richmond 6's, 246; Lynchburg coupon bonds, 255; Norfolk bonds, registered, 165 to 166; Alexandria coupon bonds, 255;","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0917:article=4","",0,16.0303163099353,11.8525421661356,11.8525421661356,"confederate_15mn",8,0.674960686734118,0.0421052631578947
1863-11-19,1863-11-19,"Confederate Bonds (15 mn) registered","confederate_15mn_reg",1,0,0,"Confederacy",152.5,155,"At the auction sale of Lancaster & Co., on Wednesday, bonds and stocks commanded the following figures: Confederate 8 per cent. coupons, 1881, 114; do., 1871, 112; registered bonds, 1868-'9, 110; convertibles, 113 to 115; 15 million loan coupons, 190; do. registered bonds, 152½ to 155; Virginia registered bonds, 1891-'94, 253; do., 1890, 255; do., 1887, 257; registered bonds, past-due, 197 to 198, North Carolina 8's, coupons' 235; city of Richmond 6's, 246; Lynchburg coupon bonds, 255; Norfolk bonds, registered, 165 to 166; Alexandria coupon bonds, 255;","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0917:article=4","",0,16.0303163099353,9.51322463334571,9.6691791355317,"confederate_15mn",8,0.834097759216146,0.0520325203252033
1863-11-19,1863-11-19,"North Carolina 8 per cent coupons","north_carolina_8",0,0,0,"North Carolina",235,235,"At the auction sale of Lancaster & Co., on Wednesday, bonds and stocks commanded the following figures: Confederate 8 per cent. coupons, 1881, 114; do., 1871, 112; registered bonds, 1868-'9, 110; convertibles, 113 to 115; 15 million loan coupons, 190; do. registered bonds, 152½ to 155; Virginia registered bonds, 1891-'94, 253; do., 1890, 255; do., 1887, 257; registered bonds, past-due, 197 to 198, North Carolina 8's, coupons' 235; city of Richmond 6's, 246; Lynchburg coupon bonds, 255; Norfolk bonds, registered, 165 to 166; Alexandria coupon bonds, 255;","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0917:article=4","",0,16.0303163099353,14.6597232054836,14.6597232054836,"north_carolina_8pct",8,0.545712895657372,0.0340425531914894
1863-11-19,1863-11-19,"Richmond City 6 per cent","richmond",0,0,0,"Richmond",246,246,"At the auction sale of Lancaster & Co., on Wednesday, bonds and stocks commanded the following figures: Confederate 8 per cent. coupons, 1881, 114; do., 1871, 112; registered bonds, 1868-'9, 110; convertibles, 113 to 115; 15 million loan coupons, 190; do. registered bonds, 152½ to 155; Virginia registered bonds, 1891-'94, 253; do., 1890, 255; do., 1887, 257; registered bonds, past-due, 197 to 198, North Carolina 8's, coupons' 235; city of Richmond 6's, 246; Lynchburg coupon bonds, 255; Norfolk bonds, registered, 165 to 166; Alexandria coupon bonds, 255;","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0917:article=4","",0,16.0303163099353,15.3459230151019,15.3459230151019,"richmond",6,0.390983324632568,0.024390243902439
1863-11-19,1863-11-19,"Virginia registered bonds 1887","virginia_1887",1,0,0,"Virginia",257,257,"At the auction sale of Lancaster & Co., on Wednesday, bonds and stocks commanded the following figures: Confederate 8 per cent. coupons, 1881, 114; do., 1871, 112; registered bonds, 1868-'9, 110; convertibles, 113 to 115; 15 million loan coupons, 190; do. registered bonds, 152½ to 155; Virginia registered bonds, 1891-'94, 253; do., 1890, 255; do., 1887, 257; registered bonds, past-due, 197 to 198, North Carolina 8's, coupons' 235; city of Richmond 6's, 246; Lynchburg coupon bonds, 255; Norfolk bonds, registered, 165 to 166; Alexandria coupon bonds, 255;","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0917:article=4","",0,16.0303163099353,16.0321228247203,16.0321228247203,"virginia_reg",6,0.374248629803937,0.0233463035019455
1863-11-19,1863-11-19,"Virginia registered bonds 1890","virginia_1890",1,0,0,"Virginia",255,255,"At the auction sale of Lancaster & Co., on Wednesday, bonds and stocks commanded the following figures: Confederate 8 per cent. coupons, 1881, 114; do., 1871, 112; registered bonds, 1868-'9, 110; convertibles, 113 to 115; 15 million loan coupons, 190; do. registered bonds, 152½ to 155; Virginia registered bonds, 1891-'94, 253; do., 1890, 255; do., 1887, 257; registered bonds, past-due, 197 to 198, North Carolina 8's, coupons' 235; city of Richmond 6's, 246; Lynchburg coupon bonds, 255; Norfolk bonds, registered, 165 to 166; Alexandria coupon bonds, 255;","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0917:article=4","",0,16.0303163099353,15.9073592229715,15.9073592229715,"virginia_reg",6,0.377183913174948,0.0235294117647059
1863-11-19,1863-11-19,"Virginia registered bonds 1891-1894","virginia_189[1-4]",1,0,0,"Virginia",235,235,"At the auction sale of Lancaster & Co., on Wednesday, bonds and stocks commanded the following figures: Confederate 8 per cent. coupons, 1881, 114; do., 1871, 112; registered bonds, 1868-'9, 110; convertibles, 113 to 115; 15 million loan coupons, 190; do. registered bonds, 152½ to 155; Virginia registered bonds, 1891-'94, 253; do., 1890, 255; do., 1887, 257; registered bonds, past-due, 197 to 198, North Carolina 8's, coupons' 235; city of Richmond 6's, 246; Lynchburg coupon bonds, 255; Norfolk bonds, registered, 165 to 166; Alexandria coupon bonds, 255;","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0917:article=4","",0,16.0303163099353,14.6597232054836,14.6597232054836,"virginia_reg",6,0.409284671743029,0.025531914893617
1863-11-19,1863-11-19,"Virginia registered bonds past due","virginia",1,0,0,"Virginia",197,198,"At the auction sale of Lancaster & Co., on Wednesday, bonds and stocks commanded the following figures: Confederate 8 per cent. coupons, 1881, 114; do., 1871, 112; registered bonds, 1868-'9, 110; convertibles, 113 to 115; 15 million loan coupons, 190; do. registered bonds, 152½ to 155; Virginia registered bonds, 1891-'94, 253; do., 1890, 255; do., 1887, 257; registered bonds, past-due, 197 to 198, North Carolina 8's, coupons' 235; city of Richmond 6's, 246; Lynchburg coupon bonds, 255; Norfolk bonds, registered, 165 to 166; Alexandria coupon bonds, 255;","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0917:article=4","",1,16.0303163099353,12.2892147722564,12.3515965731308,"virginia_reg",6,0.486996951187908,0.030379746835443
1863-11-25,1863-11-25,"Confederate 8 per cent coupon bonds 1864-68","confederate_100mn_186[4-8]",0,0,0,"Confederacy",101,101.5,"Bonds and Stocks--At the sale of bonds and stocks by Messrs. Lancaster & Co., on Wednesday, the following figures were realized: Confederate 8 per cent coupon bonds, 1864-'68, 101 to 101½ 8 per cent registered bonds, 1864-'79, 100 ½ to 113, convertibles, 112½ 15 m loan, 186, for small bonds; large bonds of the same issue are worth from 198 to 200; Virginia registered bonds from 250 to 257; Virginia coupons, 446 to 448; North Carolina new 6's, 255; North Carolina new 8's, 261; Richmond city bonds, 1887, 271","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0923:article=pos=4","unsure",0,16.8107220589292,6.00807030453238,6.03781322683205,"confederate_100mn",8,1.32825458243391,0.0790123456790123
1863-11-25,1863-11-25,"Confederate 8 per cent registered bonds 1864-1879","confederate_100mn_18(6[4-9]|7[0-9])",1,0,0,"Confederacy",100.5,113,"Bonds and Stocks--At the sale of bonds and stocks by Messrs. Lancaster & Co., on Wednesday, the following figures were realized: Confederate 8 per cent coupon bonds, 1864-'68, 101 to 101½ 8 per cent registered bonds, 1864-'79, 100 ½ to 113, convertibles, 112½ 15 m loan, 186, for small bonds; large bonds of the same issue are worth from 198 to 200; Virginia registered bonds from 250 to 257; Virginia coupons, 446 to 448; North Carolina new 6's, 255; North Carolina new 8's, 261; Richmond city bonds, 1887, 271","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0923:article=pos=4","unsure",0,16.8107220589292,5.97832738223272,6.72190043972435,"confederate_100mn",8,1.25981992010711,0.0749414519906323
1863-11-25,1863-11-25,"Confederate (15 mn) large bonds","confederate_15mn",0,0,0,"Confederacy",198,200,"Bonds and Stocks--At the sale of bonds and stocks by Messrs. Lancaster & Co., on Wednesday, the following figures were realized: Confederate 8 per cent coupon bonds, 1864-'68, 101 to 101½ 8 per cent registered bonds, 1864-'79, 100 ½ to 113, convertibles, 112½ 15 m loan, 186, for small bonds; large bonds of the same issue are worth from 198 to 200; Virginia registered bonds from 250 to 257; Virginia coupons, 446 to 448; North Carolina new 6's, 255; North Carolina new 8's, 261; Richmond city bonds, 1887, 271","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0923:article=pos=4","",0,16.8107220589292,11.7781972306674,11.8971689198661,"confederate_15mn",8,0.675807921967003,0.0402010050251256
1863-11-25,1863-11-25,"Confederate (15 mn) small bonds","confederate_15mn",0,0,0,"Confederacy",186,186,"Bonds and Stocks--At the sale of bonds and stocks by Messrs. Lancaster & Co., on Wednesday, the following figures were realized: Confederate 8 per cent coupon bonds, 1864-'68, 101 to 101½ 8 per cent registered bonds, 1864-'79, 100 ½ to 113, convertibles, 112½ 15 m loan, 186, for small bonds; large bonds of the same issue are worth from 198 to 200; Virginia registered bonds from 250 to 257; Virginia coupons, 446 to 448; North Carolina new 6's, 255; North Carolina new 8's, 261; Richmond city bonds, 1887, 271","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0923:article=pos=4","",0,16.8107220589292,11.0643670954755,11.0643670954755,"confederate_15mn",8,0.723041808986202,0.043010752688172
1863-11-25,1863-11-25,"North Carolina new 8 per cent","north_carolina_8",0,0,0,"North Carolina",261,261,"Bonds and Stocks--At the sale of bonds and stocks by Messrs. Lancaster & Co., on Wednesday, the following figures were realized: Confederate 8 per cent coupon bonds, 1864-'68, 101 to 101½ 8 per cent registered bonds, 1864-'79, 100 ½ to 113, convertibles, 112½ 15 m loan, 186, for small bonds; large bonds of the same issue are worth from 198 to 200; Virginia registered bonds from 250 to 257; Virginia coupons, 446 to 448; North Carolina new 6's, 255; North Carolina new 8's, 261; Richmond city bonds, 1887, 271","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0923:article=pos=4","",0,16.8107220589292,15.5258054404253,15.5258054404253,"north_carolina_8pct",8,0.515271174220052,0.0306513409961686
1863-11-25,1863-11-25,"Richmond City Bonds 1887","richmond",0,0,0,"Richmond",271,271,"Bonds and Stocks--At the sale of bonds and stocks by Messrs. Lancaster & Co., on Wednesday, the following figures were realized: Confederate 8 per cent coupon bonds, 1864-'68, 101 to 101½ 8 per cent registered bonds, 1864-'79, 100 ½ to 113, convertibles, 112½ 15 m loan, 186, for small bonds; large bonds of the same issue are worth from 198 to 200; Virginia registered bonds from 250 to 257; Virginia coupons, 446 to 448; North Carolina new 6's, 255; North Carolina new 8's, 261; Richmond city bonds, 1887, 271","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0923:article=pos=4","",0,16.8107220589292,16.1206638864186,16.1206638864186,"richmond",6,0.372193108315776,0.022140221402214
1863-11-25,1863-11-25,"Virginia coupons","virginia",0,0,0,"Virginia",446,448,"Bonds and Stocks--At the sale of bonds and stocks by Messrs. Lancaster & Co., on Wednesday, the following figures were realized: Confederate 8 per cent coupon bonds, 1864-'68, 101 to 101½ 8 per cent registered bonds, 1864-'79, 100 ½ to 113, convertibles, 112½ 15 m loan, 186, for small bonds; large bonds of the same issue are worth from 198 to 200; Virginia registered bonds from 250 to 257; Virginia coupons, 446 to 448; North Carolina new 6's, 255; North Carolina new 8's, 261; Richmond city bonds, 1887, 271","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0923:article=pos=4","",0,16.8107220589292,26.5306866913014,26.6496583805001,"virginia_coup",6,0.225647275958781,0.0134228187919463
1863-11-25,1863-11-25,"Virginia registered bonds","virginia",1,0,0,"Virginia",250,257,"Bonds and Stocks--At the sale of bonds and stocks by Messrs. Lancaster & Co., on Wednesday, the following figures were realized: Confederate 8 per cent coupon bonds, 1864-'68, 101 to 101½ 8 per cent registered bonds, 1864-'79, 100 ½ to 113, convertibles, 112½ 15 m loan, 186, for small bonds; large bonds of the same issue are worth from 198 to 200; Virginia registered bonds from 250 to 257; Virginia coupons, 446 to 448; North Carolina new 6's, 255; North Carolina new 8's, 261; Richmond city bonds, 1887, 271","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0923:article=pos=4","",0,16.8107220589292,14.8714611498326,15.2878620620279,"virginia_reg",6,0.397886912637378,0.0236686390532544
1863-12-10,1863-12-10,"Confederate 8 per cent","confederate_100mn",0,0,0,"Confederacy",107,111,"At the sale of Messrs. Lancaster & Co., on Wednesday, bonds and stocks reached the following figures, viz: Confederate 8 per cents, 107 to 111; 7 per cent bonds, 102½ to 103; bonds of 15 M loan, 182½ to 191. State Bonds.--Virginia registered bonds, 240 to 247 and interest; registered bonds, past due, 215; North Carolina 8 per cents, 287 and int; Missouri bond of $140, at 425; bonds of Chesapeake and Ohio Canal, guaranteed by Virginia, $246 and int. Railroad Bonds.--Va Central railroad, 2d mortgage, 264 and int; Orange and Alexandria, 250 and int. Coupons of the 15 M loan brought $150, and $500 in gold coin were run up to $19¼, and $1000 in silver to $16½.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0935:article=pos=37","unsure",0,18.1875198388645,5.88315509470148,6.10308612627911,"confederate_100mn",8,1.33486384138455,0.073394495412844
1863-12-10,1863-12-10,"Confederate Bonds (15 mn)","confederate_15mn",0,0,0,"Confederacy",182.5,191,"At the sale of Messrs. Lancaster & Co., on Wednesday, bonds and stocks reached the following figures, viz: Confederate 8 per cents, 107 to 111; 7 per cent bonds, 102½ to 103; bonds of 15 M loan, 182½ to 191. State Bonds.--Virginia registered bonds, 240 to 247 and interest; registered bonds, past due, 215; North Carolina 8 per cents, 287 and int; Missouri bond of $140, at 425; bonds of Chesapeake and Ohio Canal, guaranteed by Virginia, $246 and int. Railroad Bonds.--Va Central railroad, 2d mortgage, 264 and int; Orange and Alexandria, 250 and int. Coupons of the 15 M loan brought $150, and $500 in gold coin were run up to $19¼, and $1000 in silver to $16½.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0935:article=pos=37","",0,18.1875198388645,10.0343533157292,10.5017067578316,"confederate_15mn",8,0.779117315721103,0.0428380187416332
1863-12-10,1863-12-10,"North Carolina 8 per cent","north_carolina_8",0,0,0,"North Carolina",287,287,"At the sale of Messrs. Lancaster & Co., on Wednesday, bonds and stocks reached the following figures, viz: Confederate 8 per cents, 107 to 111; 7 per cent bonds, 102½ to 103; bonds of 15 M loan, 182½ to 191. State Bonds.--Virginia registered bonds, 240 to 247 and interest; registered bonds, past due, 215; North Carolina 8 per cents, 287 and int; Missouri bond of $140, at 425; bonds of Chesapeake and Ohio Canal, guaranteed by Virginia, $246 and int. Railroad Bonds.--Va Central railroad, 2d mortgage, 264 and int; Orange and Alexandria, 250 and int. Coupons of the 15 M loan brought $150, and $500 in gold coin were run up to $19¼, and $1000 in silver to $16½.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0935:article=pos=37","",0,18.1875198388645,15.7800515156946,15.7800515156946,"north_carolina_8pct",8,0.50696919411469,0.0278745644599303
1863-12-10,1863-12-10,"Virginia registered bonds","virginia",1,0,0,"Virginia",240,247,"At the sale of Messrs. Lancaster & Co., on Wednesday, bonds and stocks reached the following figures, viz: Confederate 8 per cents, 107 to 111; 7 per cent bonds, 102½ to 103; bonds of 15 M loan, 182½ to 191. State Bonds.--Virginia registered bonds, 240 to 247 and interest; registered bonds, past due, 215; North Carolina 8 per cents, 287 and int; Missouri bond of $140, at 425; bonds of Chesapeake and Ohio Canal, guaranteed by Virginia, $246 and int. Railroad Bonds.--Va Central railroad, 2d mortgage, 264 and int; Orange and Alexandria, 250 and int. Coupons of the 15 M loan brought $150, and $500 in gold coin were run up to $19¼, and $1000 in silver to $16½.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0935:article=pos=37","",0,18.1875198388645,13.1958618946575,13.5807411999184,"virginia_reg",6,0.448152439561343,0.0246406570841889
1863-12-10,1863-12-10,"Virginia registered bonds past due","virginia",1,0,0,"Virginia",215,215,"At the sale of Messrs. Lancaster & Co., on Wednesday, bonds and stocks reached the following figures, viz: Confederate 8 per cents, 107 to 111; 7 per cent bonds, 102½ to 103; bonds of 15 M loan, 182½ to 191. State Bonds.--Virginia registered bonds, 240 to 247 and interest; registered bonds, past due, 215; North Carolina 8 per cents, 287 and int; Missouri bond of $140, at 425; bonds of Chesapeake and Ohio Canal, guaranteed by Virginia, $246 and int. Railroad Bonds.--Va Central railroad, 2d mortgage, 264 and int; Orange and Alexandria, 250 and int. Coupons of the 15 M loan brought $150, and $500 in gold coin were run up to $19¼, and $1000 in silver to $16½.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0935:article=pos=37","",1,18.1875198388645,11.8212929472974,11.8212929472974,"virginia_reg",6,0.507558693177614,0.027906976744186
1863-12-17,1863-12-17,"Confederate Bonds (100 mn) 8 per cents","confederate_100mn",0,0,0,"Confederacy",105,115,"Confederate Bonds.--8 per cent convertibles, 110; cotton interest loan, 155; 100 million loan, 8 per cents., 105 to 115; 15 million loan, 185 to 190; 7 per cents at par; 7.30 interest notes, par and interest; 6 per cents., 95.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0941:article=pos=42","",0,18.7237890788562,5.60783928711155,6.14191921921741,"confederate_100mn",8,1.36173011482591,0.0727272727272727
1863-12-17,1863-12-17,"Confederate Bonds (15 mn)","confederate_15mn",0,0,0,"Confederacy",185,190,"Confederate Bonds.--8 per cent convertibles, 110; cotton interest loan, 155; 100 million loan, 8 per cents., 105 to 115; 15 million loan, 185 to 190; 7 per cents at par; 7.30 interest notes, par and interest; 6 per cents., 95.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0941:article=pos=42","",0,18.7237890788562,9.88047874395845,10.1475187100114,"confederate_15mn",8,0.798881667364531,0.0426666666666667
1863-12-17,1863-12-17,"North Carolina 6 per cent old issue","north_carolina_6_old",0,0,0,"North Carolina",550,550,"State Bonds.--Va. registered, long dates, 235 to 250; past due, 203; North Carolina 6's, old, 550; new, 280; North Carolina 8's, 285; Central Railroad 6's, 262; Orange and Alexandria, 250; Richmond and Danville Railroad, 250","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0941:article=pos=42","",0,18.7237890788562,29.3743962658224,29.3743962658224,"north_carolina_6pct_old",6,0.204259517223886,0.0109090909090909
